1769904000000000,78741.10000000,79393.25000000,78644.09000000,79337.87000000,578.79118000,1769904899999999,45803402.21455790,106922,364.02988000,28817390.31642040,0
1769904900000000,79337.87000000,79424.00000000,78970.46000000,79089.36000000,350.74162000,1769905799999999,27766992.03472110,128051,169.16181000,13392741.48167590,0
1769905800000000,79089.37000000,79225.99000000,78755.00000000,78755.54000000,454.12618000,1769906699999999,35841439.59081770,119769,159.39434000,12582710.13443590,0
1769906700000000,78755.54000000,79123.67000000,78745.00000000,78902.31000000,354.36700000,1769907599999999,27994216.43968240,98403,230.07693000,18179728.96036980,0
1769907600000000,78902.31000000,78943.62000000,78408.18000000,78696.13000000,446.35493000,1769908499999999,35116484.30269900,113331,124.53897000,9799636.00221180,0
1769908500000000,78696.13000000,78873.57000000,78388.56000000,78834.31000000,302.24242000,1769909399999999,23739968.06746500,85359,141.78864000,11138819.88766460,0
1769909400000000,78834.31000000,78872.43000000,78293.35000000,78343.50000000,229.78093000,1769910299999999,18052923.89157320,99479,85.80475000,6740164.19851630,0
1769910300000000,78343.50000000,78549.20000000,78284.00000000,78532.17000000,184.72256000,1769911199999999,14492234.27124810,67189,79.77991000,6258891.72350700,0
1769911200000000,78532.32000000,78856.61000000,78378.00000000,78817.97000000,249.08922000,1769912099999999,19573317.28821100,87925,132.36840000,10403681.60999190,0
1769912100000000,78817.96000000,78899.71000000,78520.00000000,78630.00000000,159.72196000,1769912999999999,12570812.52704450,68668,63.16740000,4970189.06335740,0
1769913000000000,78630.00000000,78810.09000000,78612.60000000,78749.48000000,157.71569000,1769913899999999,12415927.97668290,63030,85.67112000,6743772.40984080,0
1769913900000000,78749.48000000,79060.44000000,78730.00000000,78900.01000000,196.41782000,1769914799999999,15499484.31562770,60452,124.67156000,9837104.51577520,0
1769914800000000,78900.01000000,79008.36000000,78746.58000000,78864.18000000,154.96779000,1769915699999999,12221860.91261790,55319,84.66826000,6676473.67649220,0
1769915700000000,78864.18000000,78894.00000000,78666.73000000,78742.93000000,158.40058000,1769916599999999,12475749.96493790,54851,57.32051000,4514884.13996990,0
1769916600000000,78742.93000000,78865.10000000,78686.00000000,78733.27000000,157.23274000,1769917499999999,12385926.05050540,50149,99.31899000,7823992.68996500,0
1769917500000000,78733.26000000,78916.47000000,78733.26000000,78868.28000000,123.70922000,1769918399999999,9754576.16665510,38133,63.65112000,5018450.81343650,0
1769918400000000,78868.29000000,79005.49000000,78720.97000000,78964.13000000,116.60777000,1769919299999999,9194351.50724530,38889,61.04393000,4813545.58322280,0
1769919300000000,78964.12000000,79119.30000000,78906.03000000,78931.67000000,157.82296000,1769920199999999,12467525.82998660,43042,100.52816000,7941665.63150190,0
1769920200000000,78931.68000000,79018.00000000,78916.60000000,79012.99000000,84.79490000,1769921099999999,6696646.14725590,37456,42.59844000,3364064.55218190,0
1769921100000000,79012.99000000,79061.40000000,78969.71000000,78971.75000000,81.81625000,1769921999999999,6465262.19175270,35018,42.60546000,3366756.99502760,0
1769922000000000,78973.22000000,79006.00000000,78735.70000000,78851.34000000,296.72969000,1769922899999999,23385603.67062910,58503,155.02662000,12217110.09931370,0
1769922900000000,78851.34000000,78986.00000000,78735.69000000,78950.01000000,176.87310000,1769923799999999,13946790.20060910,44223,109.82170000,8660789.77516530,0
1769923800000000,78950.00000000,78953.28000000,78550.00000000,78581.34000000,122.22796000,1769924699999999,9624214.84384810,36600,49.91124000,3930758.64710020,0
1769924700000000,78581.34000000,78649.15000000,78527.13000000,78620.91000000,148.91205000,1769925599999999,11703957.36499830,58981,76.83101000,6038772.23700450,0
1769925600000000,78620.90000000,78717.10000000,78608.00000000,78711.25000000,106.43441000,1769926499999999,8371158.04393670,43080,53.89072000,4238725.95958290,0
1769926500000000,78711.25000000,78824.10000000,78685.35000000,78710.47000000,105.36972000,1769927399999999,8297023.15634030,31246,51.92191000,4088432.10472190,0
1769927400000000,78710.47000000,78786.00000000,78402.00000000,78526.02000000,148.16047000,1769928299999999,11645107.21681970,51533,63.35017000,4978644.18769270,0
1769928300000000,78526.02000000,78526.02000000,78266.63000000,78300.00000000,208.65946000,1769929199999999,16352238.84657920,74451,84.94656000,6657482.83111640,0
1769929200000000,78300.01000000,78359.99000000,77967.69000000,78122.90000000,327.62845000,1769930099999999,25604432.44414770,100855,132.58946000,10365052.30825340,0
1769930100000000,78122.90000000,78216.51000000,78002.13000000,78212.25000000,152.94972000,1769930999999999,11949037.43263780,56513,67.06679000,5239687.55055890,0
1769931000000000,78212.24000000,78724.01000000,78184.00000000,78580.11000000,194.47256000,1769931899999999,15252772.78320900,88482,116.43225000,9133352.71889430,0
1769931900000000,78580.12000000,78591.02000000,78342.72000000,78343.00000000,133.69473000,1769932799999999,10490167.32758520,45167,45.56494000,3575596.33087940,0
1769932800000000,78343.00000000,78532.00000000,78341.99000000,78446.06000000,89.92263000,1769933699999999,7055095.09958140,40968,38.91178000,3053229.40051440,0
1769933700000000,78446.07000000,78500.53000000,78252.64000000,78500.53000000,158.58748000,1769934599999999,12429781.82108500,70420,65.48084000,5132593.29058500,0
1769934600000000,78500.52000000,78863.00000000,78468.43000000,78863.00000000,129.57863000,1769935499999999,10197396.16960870,64764,86.25413000,6787870.98474240,0
1769935500000000,78862.99000000,78863.00000000,78551.53000000,78604.02000000,189.63515000,1769936399999999,14921449.83730230,47428,71.79100000,5648912.98311800,0
1769936400000000,78604.02000000,78840.00000000,78551.15000000,78760.51000000,108.96990000,1769937299999999,8579848.13549130,53154,64.05480000,5043311.65598460,0
1769937300000000,78760.51000000,78789.48000000,78640.44000000,78681.42000000,121.83405000,1769938199999999,9591049.19237200,46173,62.52934000,4921851.82390550,0
1769938200000000,78681.41000000,78909.65000000,78679.67000000,78867.00000000,101.33647000,1769939099999999,7987396.30179470,37004,58.42244000,4604384.91972280,0
1769939100000000,78867.00000000,79136.10000000,78750.00000000,79034.45000000,147.62187000,1769939999999999,11649609.51948620,52720,95.93491000,7573140.90912080,0
1769940000000000,79034.45000000,79220.72000000,78886.78000000,79175.80000000,187.52670000,1769940899999999,14818923.91806990,60714,130.06035000,10278332.02371820,0
1769940900000000,79175.79000000,79175.79000000,78993.43000000,79020.27000000,82.86696000,1769941799999999,6550758.43157670,46014,40.96853000,3238502.52664730,0
1769941800000000,79020.27000000,79034.88000000,78384.93000000,78384.93000000,355.51351000,1769942699999999,27957001.81443740,114593,127.33845000,10009903.58573840,0
1769942700000000,78384.94000000,78526.02000000,78148.10000000,78279.73000000,237.52848000,1769943599999999,18615923.20221080,91510,107.78112000,8447104.45204550,0
1769943600000000,78279.73000000,78514.65000000,78279.72000000,78499.99000000,129.41391000,1769944499999999,10149213.80265480,55524,76.70099000,6014744.65043590,0
